"EmployeeID","SurveyDate","EnpsScore","EnpsCategory","WouldRecommend"
"BLD-100612","2024-02-05","7","Passive","TRUE"
"BLD-100613","2024-09-09","7","Passive","TRUE"
"BLD-100616","2023-07-25","6","Detractor","FALSE"
"BLD-100617","2023-04-13","8","Passive","TRUE"
"BLD-100618","2023-04-03","8","Passive","TRUE"
"BLD-100619","2023-01-28","7","Passive","TRUE"
"BLD-100620","2025-12-03","4","Detractor","FALSE"
"BLD-100624","2024-05-20","2","Detractor","FALSE"
"BLD-100628","2023-11-09","4","Detractor","FALSE"
"BLD-100629","2023-02-12","7","Passive","TRUE"
"BLD-100630","2023-11-17","4","Detractor","FALSE"
"BLD-100631","2024-03-14","7","Passive","TRUE"
"BLD-100632","2023-05-11","4","Detractor","FALSE"
"BLD-100636","2025-12-12","8","Passive","TRUE"
"BLD-100639","2023-06-01","9","Promoter","TRUE"
"BLD-100640","2023-04-01","7","Passive","TRUE"
"BLD-100643","2023-09-24","8","Passive","TRUE"
"BLD-100645","2024-04-21","9","Promoter","TRUE"
"BLD-100647","2023-08-31","4","Detractor","FALSE"
"BLD-100651","2023-06-22","7","Passive","TRUE"
"BLD-100652","2024-04-05","9","Promoter","TRUE"
"BLD-100653","2024-01-10","6","Detractor","FALSE"
"BLD-100656","2023-05-07","6","Detractor","FALSE"
"BLD-100658","2023-07-06","9","Promoter","TRUE"
"BLD-100660","2025-02-14","8","Passive","TRUE"
"BLD-100662","2026-01-05","7","Passive","TRUE"
"BLD-100663","2023-12-13","9","Promoter","TRUE"
"BLD-100667","2023-09-19","8","Passive","TRUE"
"BLD-100668","2023-09-19","6","Detractor","FALSE"
"BLD-100671","2025-05-11","6","Detractor","FALSE"
"BLD-100677","2025-12-05","2","Detractor","FALSE"
"BLD-100680","2024-05-01","9","Promoter","TRUE"
"BLD-100681","2025-02-09","9","Promoter","TRUE"
"BLD-100682","2023-11-27","8","Passive","TRUE"
"BLD-100684","2024-10-19","9","Promoter","TRUE"
"BLD-100686","2023-05-04","9","Promoter","TRUE"
"BLD-100688","2024-07-02","6","Detractor","FALSE"
"BLD-100693","2025-06-25","8","Passive","TRUE"
"BLD-100694","2023-12-08","2","Detractor","FALSE"
"BLD-100696","2025-06-21","4","Detractor","FALSE"
"BLD-100698","2025-06-16","7","Passive","TRUE"
"BLD-100699","2025-11-19","8","Passive","TRUE"
"BLD-100700","2025-11-27","4","Detractor","FALSE"
"BLD-100707","2024-05-25","9","Promoter","TRUE"
"BLD-100711","2023-11-23","8","Passive","TRUE"
"BLD-100712","2025-03-02","4","Detractor","FALSE"
"BLD-100716","2025-03-22","7","Passive","TRUE"
"BLD-100720","2023-06-15","9","Promoter","TRUE"
"BLD-100721","2023-05-25","1","Detractor","FALSE"
"BLD-100723","2023-11-12","9","Promoter","TRUE"
"BLD-100724","2024-05-25","7","Passive","TRUE"
"BLD-100728","2023-08-13","8","Passive","TRUE"
"BLD-100736","2023-04-02","4","Detractor","FALSE"
"BLD-100737","2024-07-18","9","Promoter","TRUE"
"BLD-100739","2025-05-22","7","Passive","TRUE"
"BLD-100740","2025-01-08","8","Passive","TRUE"
"BLD-100746","2025-01-14","9","Promoter","TRUE"
"BLD-100748","2023-07-09","7","Passive","TRUE"
"BLD-100751","2023-05-26","7","Passive","TRUE"
"BLD-100755","2023-03-27","6","Detractor","FALSE"
"BLD-100756","2024-05-15","9","Promoter","TRUE"
"BLD-100761","2024-03-27","4","Detractor","FALSE"
"BLD-100762","2023-05-13","6","Detractor","FALSE"
"BLD-100764","2024-06-05","6","Detractor","FALSE"
"BLD-100767","2025-03-29","8","Passive","TRUE"
"BLD-100768","2023-01-23","9","Promoter","TRUE"
"BLD-100770","2023-03-05","8","Passive","TRUE"
"BLD-100771","2024-02-06","1","Detractor","FALSE"
"BLD-100775","2023-05-23","8","Passive","TRUE"
"BLD-100778","2025-11-18","6","Detractor","FALSE"
"BLD-100780","2024-04-09","7","Passive","TRUE"
"BLD-100784","2024-12-14","8","Passive","TRUE"
"BLD-100785","2023-03-01","6","Detractor","FALSE"
"BLD-100787","2023-09-04","6","Detractor","FALSE"
"BLD-100790","2023-09-29","7","Passive","TRUE"
"BLD-100791","2023-02-11","8","Passive","TRUE"
"BLD-100792","2024-07-31","7","Passive","TRUE"
"BLD-100796","2023-10-11","8","Passive","TRUE"
"BLD-100798","2024-10-07","1","Detractor","FALSE"
"BLD-100801","2024-01-01","9","Promoter","TRUE"
"BLD-100803","2024-11-05","7","Passive","TRUE"
"BLD-100805","2023-09-25","6","Detractor","FALSE"
"BLD-100807","2024-04-25","7","Passive","TRUE"
"BLD-100808","2023-04-23","7","Passive","TRUE"
"BLD-100812","2025-01-04","6","Detractor","FALSE"
"BLD-100813","2025-01-08","6","Detractor","FALSE"
"BLD-100818","2024-04-21","6","Detractor","FALSE"
"BLD-100819","2024-05-24","9","Promoter","TRUE"
"BLD-100822","2024-06-28","8","Passive","TRUE"
"BLD-100823","2023-05-04","7","Passive","TRUE"
"BLD-100828","2024-05-27","7","Passive","TRUE"
"BLD-100829","2024-11-23","8","Passive","TRUE"
"BLD-100830","2023-04-01","8","Passive","TRUE"
"BLD-100832","2025-07-04","9","Promoter","TRUE"
"BLD-100836","2023-09-17","7","Passive","TRUE"
"BLD-100837","2023-07-17","7","Passive","TRUE"
"BLD-100841","2024-01-17","7","Passive","TRUE"
"BLD-100844","2023-02-14","7","Passive","TRUE"
"BLD-100845","2024-01-13","1","Detractor","FALSE"
"BLD-100846","2024-07-14","8","Passive","TRUE"
"BLD-100847","2023-06-06","2","Detractor","FALSE"
"BLD-100849","2023-03-08","6","Detractor","FALSE"
"BLD-100851","2025-12-23","9","Promoter","TRUE"
"BLD-100852","2025-06-07","8","Passive","TRUE"
"BLD-100856","2023-05-13","4","Detractor","FALSE"
"BLD-100857","2023-04-22","4","Detractor","FALSE"
"BLD-100865","2024-08-04","9","Promoter","TRUE"
"BLD-100866","2024-02-29","6","Detractor","FALSE"
"BLD-100871","2025-05-03","8","Passive","TRUE"
"BLD-100872","2024-05-09","7","Passive","TRUE"
"BLD-100876","2024-06-24","2","Detractor","FALSE"
"BLD-100879","2025-05-03","8","Passive","TRUE"
"BLD-100881","2023-12-03","6","Detractor","FALSE"
"BLD-100888","2025-12-28","7","Passive","TRUE"
"BLD-100890","2023-05-16","7","Passive","TRUE"
"BLD-100894","2025-12-14","6","Detractor","FALSE"
"BLD-100899","2024-06-05","6","Detractor","FALSE"
"BLD-100900","2024-04-10","9","Promoter","TRUE"
"BLD-100901","2023-06-11","8","Passive","TRUE"
"BLD-100903","2025-03-18","7","Passive","TRUE"
"BLD-100907","2023-05-21","7","Passive","TRUE"
"BLD-100909","2023-09-12","8","Passive","TRUE"
"BLD-100913","2024-07-28","8","Passive","TRUE"
"BLD-100918","2024-12-26","9","Promoter","TRUE"
"BLD-100919","2024-04-29","9","Promoter","TRUE"
"BLD-100921","2024-01-11","7","Passive","TRUE"
"BLD-100922","2023-12-19","8","Passive","TRUE"
"BLD-100923","2024-05-18","7","Passive","TRUE"
"BLD-100929","2023-08-24","9","Promoter","TRUE"
"BLD-100932","2023-05-25","8","Passive","TRUE"
"BLD-100933","2024-12-31","7","Passive","TRUE"
"BLD-100934","2025-12-16","7","Passive","TRUE"
"BLD-100935","2024-01-30","8","Passive","TRUE"
"BLD-100938","2025-08-27","9","Promoter","TRUE"
"BLD-100939","2023-09-30","9","Promoter","TRUE"
"BLD-100940","2023-12-17","8","Passive","TRUE"
"BLD-100941","2024-02-10","9","Promoter","TRUE"
"BLD-100942","2025-06-17","8","Passive","TRUE"
"BLD-100943","2025-09-11","6","Detractor","FALSE"
"BLD-100945","2023-07-31","6","Detractor","FALSE"
"BLD-100946","2025-02-16","7","Passive","TRUE"
"BLD-100947","2025-12-19","4","Detractor","FALSE"
"BLD-100950","2025-06-12","7","Passive","TRUE"
"BLD-100952","2025-08-31","8","Passive","TRUE"
"BLD-100954","2023-07-02","6","Detractor","FALSE"
"BLD-100955","2025-11-09","9","Promoter","TRUE"
"BLD-100956","2025-06-14","4","Detractor","FALSE"
"BLD-100957","2023-12-06","9","Promoter","TRUE"
"BLD-100958","2024-06-02","9","Promoter","TRUE"
"BLD-100963","2024-07-13","8","Passive","TRUE"
"BLD-100964","2024-02-24","6","Detractor","FALSE"
"BLD-100965","2023-12-25","6","Detractor","FALSE"
"BLD-100967","2024-12-19","8","Passive","TRUE"
"BLD-100968","2023-09-21","8","Passive","TRUE"
"BLD-100969","2023-10-03","1","Detractor","FALSE"
"BLD-100974","2023-07-19","2","Detractor","FALSE"
"BLD-100978","2024-02-27","4","Detractor","FALSE"
"BLD-100979","2025-07-26","7","Passive","TRUE"
"BLD-100984","2023-09-25","8","Passive","TRUE"
"BLD-100985","2023-11-07","8","Passive","TRUE"
"BLD-100986","2023-01-26","6","Detractor","FALSE"
"BLD-100987","2023-06-20","6","Detractor","FALSE"
"BLD-100988","2024-11-20","9","Promoter","TRUE"
"BLD-100990","2025-11-06","2","Detractor","FALSE"
"BLD-100991","2023-05-21","8","Passive","TRUE"
"BLD-100996","2024-01-16","2","Detractor","FALSE"
"BLD-100997","2025-12-10","7","Passive","TRUE"
"BLD-100998","2023-11-05","9","Promoter","TRUE"
"BLD-101002","2024-02-02","6","Detractor","FALSE"
"BLD-101003","2023-10-10","6","Detractor","FALSE"
"BLD-101004","2025-07-13","9","Promoter","TRUE"
"BLD-101005","2023-06-22","8","Passive","TRUE"
"BLD-101007","2023-09-21","8","Passive","TRUE"
"BLD-101008","2025-01-05","8","Passive","TRUE"
"BLD-101011","2024-10-01","9","Promoter","TRUE"
"BLD-101015","2024-09-13","9","Promoter","TRUE"
"BLD-101019","2025-10-18","6","Detractor","FALSE"
"BLD-101020","2025-06-30","7","Passive","TRUE"
"BLD-101022","2023-11-02","2","Detractor","FALSE"
"BLD-101025","2025-01-06","6","Detractor","FALSE"
"BLD-101026","2023-03-19","8","Passive","TRUE"
"BLD-101029","2023-06-20","8","Passive","TRUE"
"BLD-101034","2023-09-07","7","Passive","TRUE"
"BLD-101035","2024-04-12","7","Passive","TRUE"
"BLD-101036","2023-05-05","6","Detractor","FALSE"
"BLD-101037","2023-11-05","7","Passive","TRUE"
"BLD-101044","2024-08-11","8","Passive","TRUE"
"BLD-101046","2023-02-08","6","Detractor","FALSE"
"BLD-101047","2024-02-23","4","Detractor","FALSE"
"BLD-101050","2023-09-27","9","Promoter","TRUE"
"BLD-101054","2025-03-13","6","Detractor","FALSE"
"BLD-101055","2025-07-22","9","Promoter","TRUE"
"BLD-101058","2025-12-07","6","Detractor","FALSE"
"BLD-101061","2025-11-30","6","Detractor","FALSE"
"BLD-101064","2025-02-23","8","Passive","TRUE"
"BLD-101071","2025-06-20","8","Passive","TRUE"
"BLD-101072","2025-10-17","4","Detractor","FALSE"
"BLD-101076","2024-12-11","8","Passive","TRUE"
"BLD-101078","2026-01-03","8","Passive","TRUE"
"BLD-101080","2024-04-21","4","Detractor","FALSE"
"BLD-101086","2023-06-01","9","Promoter","TRUE"
"BLD-101088","2025-10-13","8","Passive","TRUE"
"BLD-101089","2023-08-05","6","Detractor","FALSE"
"BLD-101092","2025-08-31","9","Promoter","TRUE"
"BLD-101093","2023-06-18","9","Promoter","TRUE"
"BLD-101095","2025-08-10","4","Detractor","FALSE"
"BLD-101097","2024-10-08","9","Promoter","TRUE"
"BLD-101100","2025-08-28","8","Passive","TRUE"
"BLD-101102","2024-08-17","6","Detractor","FALSE"
"BLD-101106","2025-06-11","9","Promoter","TRUE"
"BLD-101107","2024-08-15","1","Detractor","FALSE"
"BLD-101113","2025-09-10","2","Detractor","FALSE"
"BLD-101114","2025-07-12","8","Passive","TRUE"
"BLD-101118","2025-04-22","2","Detractor","FALSE"
"BLD-101119","2026-01-13","6","Detractor","FALSE"
"BLD-101121","2024-02-02","4","Detractor","FALSE"
"BLD-101122","2025-11-08","7","Passive","TRUE"
"BLD-101123","2024-08-29","6","Detractor","FALSE"
"BLD-101132","2025-03-28","9","Promoter","TRUE"
"BLD-101134","2024-02-13","4","Detractor","FALSE"
"BLD-101142","2024-02-20","6","Detractor","FALSE"
"BLD-101155","2025-08-17","1","Detractor","FALSE"
"BLD-101157","2025-11-02","1","Detractor","FALSE"
"BLD-101162","2025-03-02","2","Detractor","FALSE"
"BLD-101164","2024-05-09","6","Detractor","FALSE"
"BLD-101166","2024-05-06","7","Passive","TRUE"
"BLD-101167","2024-05-12","8","Passive","TRUE"
"BLD-101173","2024-03-18","9","Promoter","TRUE"
"BLD-101174","2025-11-11","9","Promoter","TRUE"
"BLD-101175","2024-12-17","9","Promoter","TRUE"
"BLD-101180","2023-09-06","9","Promoter","TRUE"
